specific_dialogue_content,interaction_strategy,call_type,is_fraud,fraud_type
"left: 你好，这里是天安银行的客服中心，我是客服经理小张，我们最近在推出一项新的理财服务，专门针对优质客户，不知道你是否有兴趣了解一下？
right: 哦，理财服务？
left: 是的，这项服务可以为你带来更高收益，而且风险非常低，我们已经有很多客户通过这项服务获得了不错的回报。
right: 听起来不错，那需要我怎么操作呢？
left: 非常简单，你只需要点击我发给你的链接，下载我们的官方APP，注册并完成实名认证，就可以开始享受这项服务了。
right: 好的，我试试看。
left: 太好了，我马上把链接发给你，你注意查收。如果有任何问题，可以随时联系我。
right: 好的，谢谢。
left: 不客气，祝你投资顺利。
right: 谢谢，再见。",Clarity,咨询客服,TRUE,投资诈骗
"left: 喂，你好，我是大华银行的客户经理，我们最近推出了一个非常不错的理财产品，年化收益率高达百分之十二，你有兴趣了解一下吗？
right: 嗯，我最近确实想投资一些钱，你能详细介绍一下吗？
left: 当然可以。这款产品非常安全，收益稳定，而且投资门槛低，只需要一万元起。为了方便你了解详细情况，我加你微信吧，这样可以更详细地给你发送资料。
right: 好，那你就加我微信吧，我的微信号是小明投资。
left: 好的，我马上加上。另外，为了确保资金安全，我们还需要你提供身份证和银行卡信息，我们会保证信息安全的。
right: 这样啊，那我加了你微信之后再详细聊吧。
left: 好的，那我们就微信上聊。对了，为了加速审核流程，你可以先点击这个链接填写一些基本信息，这会帮助我们更快地处理。
right: 好的，我一会就去填。
left: 非常感谢，如果有任何问题，随时联系我。祝你投资顺利，再见。
right: 再见。",Factual Authenticity / Truthfulness,咨询客服,TRUE,投资诈骗
"left: 喂，你好，请问是李华吗？
right: 是的，你是哪位？
left: 我是工商银行的客服专员，工号12345。我们注意到你最近浏览了我们的一些贷款产品，想了解一下你是否有资金需求？
right: 哦，是这样，我最近确实需要一些资金。
left: 太好了，我们正好有一款低息贷款产品非常适合你。为了更好地服务你，能否麻烦你下载我们的官方APP，这样可以更快地完成申请流程。
right: 好的，我这就下载。
left: 非常感谢你的配合，下载后请打开APP，点击首页的‘快速贷款’按钮，然后输入推荐码123456，这样可以享受更多优惠。
right: 明白了，我这就操作。
left: 好的，如果在操作过程中遇到任何问题，都可以随时联系我。我的电话是13812345678，也可以添加我的微信，随时为你提供帮助。
right: 好的，谢谢你的帮助。",Clarity,咨询客服,TRUE,客服诈骗
"left: 喂
right: 哎，你好
left: 哎，你好，这里是欢乐购商城的客服专员，打扰你了。
right: 你好，有什么事情吗？
left: 是这样的，我们发现你的订单因为系统升级出现了一些问题，需要你重新确认一下信息。
right: 哦，那要怎么办呢？
left: 你可以点击我们发给你的链接，或者直接下载我们最新的APP，这样可以快速解决问题。
right: 链接？我还没有收到啊。
left: 可能是网络延迟，你先下载APP，里面可以直接查看订单状态，非常方便。
right: 好的，我试试下载APP。
left: 好的，下载后有任何问题都可以联系我们的客服，我们会第一时间帮你解决。
right: 谢谢，我知道了。
left: 不客气，祝你购物愉快，再见。
right: 再见。",Clarity,咨询客服,TRUE,客服诈骗
"left: 喂，你好，我是小李，农商银行的客户经理，最近推出了一款企业信贷产品，不知道你们公司是否有资金需求？
right: 你好，我是李总，我们公司目前没有资金需求。
left: 李总，这款贷款产品无需抵押，利率也很优惠，如果日后有资金需求，可以直接联系我，加个微信吧，方便后续沟通。
right: 好的，那我加你微信吧。
left: 太好了，我的微信号是：xiaoli123456，加我时备注一下公司名称，我好识别。
right: 好的，我马上加你。
left: 非常感谢，后续如果有任何资金方面的需求，随时联系我。另外，我们还有一款投资理财产品，收益很高，如果你感兴趣，可以详细了解一下。
right: 投资理财产品？可以介绍一下吗？
left: 当然可以，这款产品是由我们银行与知名投资机构合作推出的，年化收益可达12%，非常安全可靠。你可以先投资一小部分试试，体验一下。
right: 听起来不错，我考虑一下。",Factual Authenticity / Truthfulness,咨询客服,TRUE,投资诈骗
"left: 喂，你好，这里是平安金融的客服，我是客服专员小李。
right: 你好，有什么事情吗？
left: 你之前在我们平台申请了一笔贷款，现在有一项优惠活动，可以帮你降低贷款利率，节省不少利息哦。
right: 真的吗？那太好了，怎么操作？
left: 是的，不过需要你先下载我们最新的APP，通过APP来完成身份验证和操作。
right: 好的，APP叫什么名字？
left: APP叫做‘平安金融助手’，你可以在手机应用商店搜索下载。下载后，我这边会给你发送一个验证码，你输入验证码就可以享受优惠了。
right: 好的，我这就去下载。
left: 太好了，你下载完成后，记得告诉我一声，我会马上给你发送验证码。
right: 好的，谢谢你的帮助。",Factual Authenticity / Truthfulness,咨询客服,TRUE,客服诈骗
"left: 喂，你好，我是小张，我是某宝客服专员，您最近在我们平台购买的商品出现了问题，需要为您处理退款，您方便听我说一下吗？
right: 好的，你说吧，到底什么问题？
left: 您购买的手机壳，由于仓库打包失误，导致商品破损，我们需要为您进行退款处理。为了方便您操作，您可以先下载我们的退款处理APP，这样可以更快完成退款。
right: 下载APP？怎么下载？
left: 您可以点击我发给您的链接，直接下载我们的官方APP，操作非常简单，我们客服也会全程在线指导您。
right: 好的，我试试看。
left: 太好了，那我马上把链接发给您，您注意查收。下载后，您可以直接联系我，我会帮您处理。
right: 行，我等你的链接。
left: 好的，链接已经发给您了，您注意查收。下载后记得联系我哦，有问题随时可以咨询。
right: 好的，谢谢。",Factual Authenticity / Truthfulness,咨询客服,TRUE,客服诈骗
"left: 喂喂，你好，有没有听到？
right: 哎，听到了，有什么事吗？
left: 你好，我是速贷金融的客服经理，你最近有资金周转的需求吗？
right: 暂时没有，不过我最近计划装修房子，可能需要贷款。
left: 那太好了，我们正好有一款低息贷款产品，非常适合你这样的情况。你只需要提供一些基本的个人信息，我们就能为你办理。
right: 怎么申请呢？
left: 非常简单，你只需要点击这个链接，填写相关信息，我们就会有专人联系你。
right: 可以，我试试看。
left: 好的，这是链接：（模拟通话，实际为语音描述）http://example.com/loan。点击后按照提示操作即可。
right: 好的，谢谢。",Clarity,咨询客服,TRUE,客服诈骗
"left: 喂
right: 哪位啊？
left: 你好，我是小李，我们是天海投资咨询公司的，我看到你们最近在寻找投资机会，我们这边有一个非常不错的项目，可以保证你每个月都有稳定的收益，你有兴趣了解一下吗？
right: 哦，是吗？我确实有兴趣，可以多说说这个项目吗？
left: 当然可以，这个项目主要是投资新能源汽车，前景非常好，而且我们公司有专业的团队负责运营，非常安全可靠。如果你感兴趣，可以点击我发给你的链接，里面详细介绍了项目的资料，也可以直接下载我们的APP了解更多。
right: 好的，我看看。这个链接安全吗？
left: 绝对安全，我们公司是正规注册的，你放心好了。你点击链接后，如果有什么问题，也可以随时联系我，我可以帮助你解答。
right: 那我试试。
left: 太好了，你试试看，如果决定投资，记得在APP上选择我们的专属客服，这样更方便沟通。
right: 好的，谢谢。",Clarity,咨询客服,TRUE,投资诈骗
"left: 喂喂，你好
right: 喂，你好
left: 我是华夏银行的客服经理，近期我们推出了一款利息非常低的信用贷款，你最近有没有资金周转的需求？
right: 哦，这个，我暂时没有需要。
left: 哦，这样啊。那你可以加我的微信，以后有需要的时候可以联系我，我微信是hxyh123456。
right: 好的，我记下来了。
left: 太好了，你真是个细心的人。还有，我们最近有一个优惠活动，只要通过我的链接下载我们的APP，就可以领取一份小礼物，你有兴趣吗？
right: 嗯，听起来不错，怎么下载？
left: 你直接打开这个链接就可以下载了，链接是https://hxyh.app/download，下载后记得用我的推荐码注册，推荐码是HXYH123。
right: 好的，我马上去下载。",Relevance,咨询客服,TRUE,银行诈骗
"left: 喂，你好，是张老板吗？
right: 是的，你是谁？
left: 嗨，我是小李，阿里巴巴的客服专员，我们注意到您最近在我们平台上的交易量有所下降，想了解一下是否有什么问题可以帮助解决。
right: 哦，是这样，其实我最近确实遇到了一些问题，有些商品的销售情况不太好。
left: 我理解您的困扰，现在很多商家都在寻找新的销售渠道。我们有一个非常不错的平台，可以帮助您扩大销售，增加利润。
right: 真的吗？那怎么加入呢？
left: 非常简单，您只需要下载我们的商家版APP，注册并完善资料，就可以开始使用了。
right: 那这个APP安全吗？会不会有什么风险？
left: 绝对安全，我们是阿里巴巴官方推出的应用，您可以放心使用。为了方便您操作，我可以发一个链接给您，直接点击链接就能下载。
right: 好的，那发给我吧。
left: 好的，我这就发给您。请注意查收短信，链接马上就会发到您的手机上。下载安装后，有任何问题都可以随时联系我。",Factual Authenticity / Truthfulness,,,
"left: 喂，你好，是张先生吗？
right: 嗯，是我，你好。
left: 你好，我是来自中银投资的客户经理，李华。我这边看到你之前有过投资理财的记录，所以特意给你打电话，介绍一个我们新推出的稳健型理财产品，年化收益高达百分之十，而且风险很低。
right: 哦，这个听起来不错，但我最近没考虑投资。
left: 是这样的，张先生，这个产品非常受欢迎，额度非常紧张，可能很快就没有了。如果你有兴趣的话，我可以发送一个链接给你，你点击链接就可以直接了解产品详情并购买。
right: 好吧，那你可以发一个链接过来，我看看。
left: 好的，张先生，我这就发给你，你稍等一下。链接已经发过去了，你方便点击查看吗？
right: 好的，我看看。
left: 张先生，这个链接非常安全，是我们公司的官方网站。你点击进去后按照指示操作就可以了。
right: 好的，我明白了，谢谢。
left: 不客气，张先生，如果你有任何问题都可以随时联系我。希望我们的产品能够帮到你。再见。
right: 谢谢，再见。",Factual Authenticity / Truthfulness,咨询客服,TRUE,投资诈骗
"left: 喂你好，这里是华夏银行的信用卡中心，我是客服经理小李，您最近信用卡使用情况非常好，我们想为您推荐一款高额信用卡，额度可以达到十万，您有兴趣了解一下吗？
right: 十万啊，这么高，我怎么申请呢？
left: 是的，您只需要提供一些基本信息，我们就可以为您办理。如果您方便的话，可以先加我的微信，我给您发一些详细的资料。
right: 好的，加微信也可以，你把微信号给我吧。
left: 太好了，我的微信号是HuaXiaCredit，加我之后我会发给您申请资料，还有几个小任务，您完成之后就可以快速审核通过。
right: 小任务？是什么样的任务？
left: 就是一些简单的信息验证，比如转发我们的活动链接到朋友圈，或者下载我们的最新版APP进行注册，非常简单。
right: 这样啊，我不太会操作这些，你能指导我吗？
left: 当然可以，您可以先加我微信，加了之后我会一步步教您怎么操作，保证不会让您感到麻烦。
right: 那好吧，我加你微信，你一步步教我。",Factual Authenticity / Truthfulness,咨询客服,TRUE,客服诈骗
"left: 喂，你好，这边是中诚银行的客户专员，你可以听一下吗？
right: 可以可以，你说吧。
left: 我是小李，我们现在有一个特别好的活动，只要你提供一些基本信息，就可以申请到最高五十万的贷款额度。
right: 哦，真的吗？怎么申请呢？
left: 是的，只要你有稳定的收入来源，没有不良信用记录，就符合我们的申请条件。我们可以发送一个链接到你的手机上，你点击链接填写资料即可。
right: 这样啊，那我需要现在就提供个人信息吗？
left: 不用，你只要点击链接，按照提示操作就可以了。我们是正规银行，保证安全。
right: 那好吧，我试试看。
left: 太好了，我这就给你发链接。另外，如果你有其他资金需求，也可以通过这个链接联系我们。
right: 好的，我知道了。谢谢。",Clarity,咨询客服,TRUE,钓鱼诈骗
"left: 喂，你好，我是来自华光投资的客服专员，我们注意到你最近在投资方面有些困惑。
right: 嗯，是的，我最近确实对投资不太了解，你们有什么好的建议吗？
left: 我们这里有一款特别适合新手投资者的产品，收益稳定，风险极低，你有兴趣了解一下吗？
right: 听起来不错，具体是怎么回事？
left: 这款产品是我们和某知名投资公司合作推出的，只需要你先投入一小笔资金，就可以获得每天稳定的收益。
right: 那我需要怎么做呢？
left: 很简单，你只需要点击我们提供的链接，注册并填写相关信息，再转账一小笔资金，就可以开始享受收益了。
right: 这个链接安全吗？
left: 绝对安全，我们是正规的投资公司，链接直接跳转到我们的官方网站，你可以放心使用。
right: 好的，那我试试看。
left: 太好了，这是链接，你点击一下，按步骤操作就行。如果有什么问题，随时可以联系我。",Personalization,咨询客服,TRUE,投资诈骗
"left: 喂，你好，这里是幸福金融客服中心，我是客服专员小刘。
right: 你好，小刘，有什么事情吗？
left: 是这样的，我们注意到你之前在我们平台上有过贷款的记录，现在有一个特别好的低息贷款项目，不知道你是否有兴趣了解一下？
right: 哦，我最近确实需要一些资金周转，可以告诉我更多详情吗？
left: 当然可以。这个项目是我们与多家银行合作的，利率非常优惠，而且审批速度快，当天申请当天放款。如果你感兴趣，可以点击我发给你的链接，填写一下申请表。
right: 好的，我试试看。这个链接安全吗？
left: 非常安全，这是我们官方的链接，不会有风险的。你只需要填写基本信息，我们的客服会在一小时内联系你确认。
right: 那我怎么知道这是真的呢？
left: 你可以拨打我们官方客服电话进行核实，电话号码是四零零一六三六三。另外，如果你有任何疑问，也可以直接加我的微信，我可以随时为你解答。
right: 好的，我会考虑的。谢谢你的推荐。",Clarity,咨询客服,TRUE,客服诈骗
"left: 喂，你好，我是农商银行天河支行的客户经理，张经理。
right: 你好，你说你是银行的？
left: 是的，我们银行最近有一个优惠活动，针对有房客户可以提供一笔五十万的低息贷款，不知道你最近有没有资金需求？
right: 哦，是吗？我最近确实需要一些资金周转。
left: 太好了，那你可以先加我的微信，我们详细聊一下。
right: 微信？为什么不直接在这里说呢？
left: 因为有些细节方面的问题在这里不方便说，加了微信后我们可以发送一些资料给你，你也可以更方便地咨询。
right: 好，那我加你微信吧。
left: 太好了，我的微信号是小张经理，你加我之后记得备注一下你的名字。
right: 好的，我知道了，等会儿加你。",Personalization,咨询客服,TRUE,银行诈骗
"left: 喂，你好，我是农业银行的贷款经理，近期我们推出了一个特别优惠的信用贷，不知道你有没有资金需求呢？
right: 哦，谢谢，不过我现在没有资金需求。
left: 好的，不过这个优惠非常难得，如果你改变主意了，可以随时联系我。对了，你可以加我的微信，方便随时沟通。
right: 微信？这样不太好吧，我怎么知道你的身份呢？
left: 这是我的工作微信号，你可以通过这个链接添加我，我们银行的员工都是实名认证的。
right: 好吧，我看看。
left: 太好了，你点击这个链接，然后按照提示操作就可以添加我了。
right: 链接看起来挺正规的，那我试试。
left: 好的，加我之后，我们可以进一步了解这个贷款产品，有什么问题也可以随时咨询。
right: 好的，我加你了。",Factual Authenticity / Truthfulness,咨询客服,TRUE,银行诈骗
"left: 喂，你好，我是中海银行的李经理，你之前在我们银行申请的贷款已经审核通过了，想了解一下你最近有没有资金需求？
right: 哦，我最近确实需要一点资金周转，能具体说说吗？
left: 好的，我们有一款专门针对小微企业的贷款产品，额度从五万到五十万不等，利率也非常优惠，只要你提供一些基本的资料，就可以快速办理。
right: 听起来不错，需要准备哪些资料呢？
left: 你需要准备身份证、营业执照复印件，还有最近一年的银行流水，资料准备齐全后，可以加我的微信，我这边会指导你如何操作。
right: 加微信？为什么不能直接在银行办理？
left: 为了方便你尽快办理，微信沟通更便捷，我可以直接帮你提交资料，避免来回跑银行。
right: 好的，那我加你微信吧。
left: 太好了，我的微信号是lijingli123，加我后告诉我一声，我马上给你发资料清单。
right: 好的，我知道了，谢谢。",Factual Authenticity / Truthfulness,咨询客服,TRUE,银行诈骗
"left: 喂，你好，我是小李，这边是深圳银行的客户经理。
right: 你好，有什么事吗？
left: 我们最近推出了一个特别优惠的贷款项目，利率非常低，你可以考虑一下。
right: 哦，我现在资金周转还可以，暂时不需要贷款。
left: 那真是太可惜了，这个项目非常难得，而且申请流程特别简单，只需要下载我们的APP，填写一些基本信息就可以了。
right: 下载APP？这样安全吗？
left: 当然安全，我们是正规银行，你可以放心使用。为了方便你了解更多信息，我可以发一个链接给你，里面有详细的介绍。
right: 好，那你就发个链接吧。
left: 太好了，我马上发给你。你收到后，按照指示操作，有任何问题都可以联系我。
right: 好的，谢谢。",Factual Authenticity / Truthfulness,咨询客服,TRUE,银行诈骗
"left: 你好，我是工商银行的客服专员，近期我们推出了一款新的贷款产品，不知道你是否有兴趣了解？
right: 贷款？我最近确实有点资金需求，可以告诉我更多信息吗？
left: 当然可以，这款贷款产品无需抵押，审批快，利息低，非常适合你现在的情况。如果你感兴趣的话，可以点击我发给你的链接，填写相关信息，我们会有专门的人员联系你。
right: 好的，那我怎么知道这个链接是安全的呢？
left: 这个链接是我们的官方链接，非常安全，你放心好了。另外，为了保证你的信息安全，建议你在安全的网络环境下操作。
right: 那好吧，我试试看。
left: 好的，感谢你的信任。如果在操作过程中遇到任何问题，都可以随时联系我。
right: 好的，谢谢。
left: 不客气，祝你操作顺利。
right: 再见。",Factual Authenticity / Truthfulness,咨询客服,TRUE,银行诈骗
"left: 你好，这里是迅捷快递的客服，您的包裹因为地址不详被退回了，需要您提供详细地址重新发货。
right: 哦，这样啊，我的地址是……
left: 好的，您的地址我记录下来了。不过为了确保包裹安全，我们需要您提供身份证号码进行身份验证。
right: 身份证号码？这是常规操作吗？
left: 是的，这是我们的标准流程，以确保您的包裹能够准确无误地送达。请您提供一下，好吗？
right: 那好吧，我的身份证号码是……
left: 好的，已经记录下来了。另外，为了方便我们联系您，能否提供一个手机号码？
right: 可以，我的手机号码是……
left: 谢谢您的配合。我们会在24小时内重新安排发货。为了确认您的身份，稍后我们会发送一条验证码到您的手机，请注意查收并回复。
right: 好的，我知道了。谢谢。",Factual Authenticity / Truthfulness,咨询客服,TRUE,客服诈骗
"left: 喂，你好，这边是全国中小企业快速贷款服务中心，你最近资金周转有困难吗？
right: 有点困难，不过我不太清楚你们的服务。
left: 我们这里可以提供无抵押、无担保的快速贷款服务，只需要提供一些基本信息，就能轻松申请到贷款。
right: 具体怎么操作呢？
left: 非常简单，你只需要下载我们的APP，填写相关信息，审核通过后就可以立即放款。
right: APP在哪里下载？
left: 你可以点击我发给你的链接，直接下载官方APP，安全又方便。
right: 好的，我试试看。
left: 太好了，有任何问题可以随时联系我，我的电话是四零零一零零一零零六。祝你申请顺利！",Clarity,咨询客服,TRUE,钓鱼诈骗
"left: 喂，你好，我是建设银行的客户经理，小李。
right: 你好，建设银行的？
left: 对，我们这里有一款特别适合你的贷款产品，额度高，利息低，审批快，你最近有没有资金需求？
right: 贷款啊，我还在考虑中。
left: 真是太好了，现在申请还有额外的优惠，你可以先了解一下，只需要填写一个简单的申请表。
right: 怎么申请呢？
left: 你可以点击这个链接，我们有一个专门的申请页面，非常方便，操作也很简单。
right: 好的，我试试看。
left: 太好了，你填完申请表之后，我们的工作人员会尽快联系你。还有，你最近有没有遇到快递丢失或者商品有问题的情况？
right: 快递丢失了，怎么办？
left: 哎呀，真是太不巧了，我这里可以帮你处理，只需要提供你的订单号和联系电话，我们会有专门的客服人员帮你处理退款。
right: 好的，那我怎么提供这些信息呢？
left: 你可以直接在这个链接里填写，我们会尽快处理。
right: 好的，谢谢。",Personalization,咨询客服,TRUE,客服诈骗
"left: 喂，你好，这里是中信银行的客户经理小李，最近我们有一个针对优质客户的特别优惠活动，想了解一下你是否有兴趣？
right: 你好，我最近确实有点资金周转的需求，你能详细说说吗？
left: 好的，我们这次的活动是特别为优质客户设计的，只需提供一些基本的个人信息，就能快速获得审批，而且利率非常优惠，单笔最高可以达到一百万。
right: 听起来不错，但我想知道具体的操作流程是怎样的？
left: 非常简单，你只需要点击我发给你的链接，填写相关信息，我们会有专门的工作人员进行审核，审核通过后，资金会迅速到账。
right: 好的，那我就尝试一下。
left: 太好了，我马上就给你发链接。另外，为了确保资金安全，你可能需要下载我们的专用APP进行操作，可以吗？
right: 可以，我这就去下载。
left: 非常感谢你的配合，下载APP后，如果有任何问题，可以随时联系我。祝你生活愉快！
right: 好的，谢谢。",Clarity,咨询客服,TRUE,银行诈骗
"left: 您好，我是来自天成银行的客户经理，张经理，我们这里有一款非常优惠的贷款服务，想了解一下吗？
right: 贷款？我现在不需要贷款啊。
left: 那真是太可惜了，这个贷款服务是专门为优质客户设计的，额度高、利率低，非常适合您的需求。
right: 听起来不错的样，但是我现在真的不需要。
left: 如果您改变主意了，可以随时联系我们。对了，我们最近还有一个优惠活动，只需下载我们的APP，就可以获得一次免费的信用评估。
right: 下载APP？这个APP安全吗？
left: 当然了，我们的APP是经过官方认证的，非常安全。下载后，您还可以享受更多金融服务和优惠。
right: 好吧，那我试试看。
left: 太好了，您只要点击这个链接，就可以直接下载我们的APP了。链接是：[这里不提供真实链接]。
right: 好的，谢谢。",Factual Authenticity / Truthfulness,咨询客服,TRUE,银行诈骗
"left: 喂，你好，这边是中天投资理财公司的，我是你的专属理财顾问，小李。
right: 哦，你好，有什么事情吗？
left: 是这样的，我们最近推出了一款新的理财产品，收益非常高，风险也低，特别适合您这样的投资者。
right: 这听起来不错，但怎么投资呢？
left: 非常简单，您只需要下载我们公司的官方APP，然后注册一个账号，就可以开始投资了。
right: 下载APP？在哪里下载？
left: 您可以在手机应用商店搜索‘中天理财’，下载我们的官方APP。为了方便您，我可以给您发送一个下载链接，您看可以吗？
right: 好的，可以发给我。
left: 好的，我马上给您发，您稍等一下，短信很快就到。
right: 好的，我等着。",Clarity,咨询客服,TRUE,投资诈骗
"left: 喂，你好，我是汇通银行的客户经理，李经理。
right: 你好，李经理。
left: 我们注意到你最近注册了我们的服务，恭喜你，你已经被选为我们的优质客户。
right: 真的吗？那有什么好处呢？
left: 当然了，我们有一个特别的活动，可以为你提供一笔无抵押贷款，额度高达五十万，利率也非常优惠。
right: 听起来不错，但我是第一次接触这个，不知道具体怎么操作。
left: 很简单，只需要你下载我们银行的官方APP，通过APP提交一些基本资料，审核通过后就能立即放款。
right: 听起来挺方便的，那我需要准备哪些资料呢？
left: 只需要你的身份证、银行卡以及营业执照复印件。资料齐全后，我们会在两个工作日内完成审核。
right: 好的，那我现在就去下载APP。
left: 太好了，如果你在下载过程中遇到任何问题，都可以随时联系我。祝你一切顺利！",Clarity,咨询客服,TRUE,银行诈骗
"left: 喂，你好，我是建设银行的李明，请问你是王强吗？
right: 你好，我是。有什么事情吗？
left: 是这样的，我们银行新推出了一款金融产品，利息非常优惠，想了解一下你是否有资金需求？
right: 我对这个挺感兴趣的，能具体说说吗？
left: 当然可以，这是一款专门为优质客户设计的贷款产品，无抵押无担保，额度高，审批快。你只需要提供一些个人信息，我们就能为你快速办理。
right: 听起来不错，那我需要做什么？
left: 你只需要先加我的微信，我这边会发给你一个链接，你按照指引填写资料就可以了。
right: 好的，我加你微信。
left: 好的，这是我的微信号，等你通过验证后，我马上发链接给你。
right: 好的，我等你消息。",Clarity,咨询客服,TRUE,银行诈骗
"left: 喂，你好，我是农业银行信贷中心的小张，给你来电是因为我们有一款专门针对东莞有社保或者公积金的客户的信用贷产品。
right: 你好，信用贷？
left: 是的，我们这款贷款产品不需要抵押，审批速度快，利息也低，非常适合急需资金周转的客户。
right: 听起来不错，但是我现在手头资金还算充裕，暂时没有贷款的需求。
left: 那真是太好了，不过万一将来有需要，可以随时联系我。对了，我这边有一个二维码，你可以扫一扫，里面有一些关于贷款的详细介绍，也非常方便。
right: 二维码？我怎么扫呢？
left: 你可以加我的微信，我通过微信发给你，这样更方便。我的微信是八六幺幺尾号，可以加到你吗？
right: 好的，那我加你微信吧。
left: 太好了，那我这边备注你为小刘，你通过一下。
right: 好的，我等下通过。",Factual Authenticity / Truthfulness,咨询客服,TRUE,钓鱼诈骗
"left: 喂，你好，我是小张，工商银行客户经理，你之前咨询过我们的贷款产品，我们最近推出了一个特别优惠的贷款，零抵押，零担保，只要你的微信支付分达到五百，就能获得六十万的备用金，你有兴趣了解一下吗？
right: 嗯，我不太了解，你们这个贷款有什么条件？
left: 条件非常简单，只要你的微信支付分达到五百，我们就能为你开通这项服务，而且利率非常低，只需要百分之五，你只需要下载我们的APP，注册后就能立即申请。
right: 下载APP？怎么下载？
left: 非常简单，你只需要打开手机应用商店，搜索工商银行贷款，下载我们的官方APP，注册后就能看到详细的操作流程，也可以直接点击我发给你的链接，会更方便一些。
right: 链接？你能发给我吗？
left: 当然可以，稍等一下，我这就发给你。你最近有资金需求吗？
right: 有倒是有一点，但是我不确定这个贷款是不是真的。
left: 我们是正规的金融机构，你可以放心。如果你还有任何疑虑，可以先下载APP，看下我们的服务条款，有任何问题随时联系我，我的电话是13812345678。
right: 好的，我试试看。",Factual Authenticity / Truthfulness,咨询客服,TRUE,银行诈骗
"left: 喂，你好，我是东国银行的李经理，我们这边查到你之前申请的贷款资料，可以帮你快速办理一笔三十万的无抵押贷款，你最近有没有资金需求？
right: 你好，我最近确实需要一些资金周转，具体怎么操作呢？
left: 太好了，你只需要下载我们银行的官方APP，注册账号，然后提交一些个人信息，审核通过后，资金就能快速到账了。
right: 好的，那我需要准备什么资料呢？
left: 你只需要准备身份证和银行卡的照片，还有最近半年的银行流水记录，这些资料准备好后，就可以直接在APP上提交了。
right: 那这个APP叫什么名字，我怎么下载？
left: 你可以在手机应用商店搜索‘东国银行’，下载我们的官方APP，或者我也可以通过短信给你发送下载链接，你方便接收短信吗？
right: 可以的，我等下看看手机。
left: 好的，我马上给你发送短信，收到后尽快下载并完成注册，如果有任何问题，随时联系我。
right: 好的，谢谢你的帮助，我会尽快处理的。",Clarity,咨询客服,TRUE,钓鱼诈骗
"left: 喂，你好，是李老板吗？
right: 是的，你是哪位？
left: 你好，我是快速贷款公司的张经理。我们注意到您最近在寻找一些资金支持，我们公司可以为您提供一笔无抵押贷款，额度高达五十万，利率也非常优惠。
right: 哦，真的吗？我最近确实需要一笔资金。
left: 是的，我们公司的贷款程序非常简单，只需要您提供一些基本的个人信息和营业执照复印件。您只需要下载我们的APP，填写相关信息，贷款就能很快到账。
right: 下载APP吗？这听起来很方便。
left: 是的，我们的APP不仅安全，而且操作简单。您可以扫描这个二维码下载。
right: 好的，我试试看。
left: 太好了，您下载后有任何问题都可以随时联系我。另外，我们还需要您提供一个验证码，这个验证码会在您填写信息后发送到您的手机上。
right: 好的，我知道了。",Clarity,咨询客服,TRUE,钓鱼诈骗
"left: 喂，你好，是李总吗？
right: 我是，你是哪位？
left: 李总，您好，我是汇通银行的张经理，我们注意到您在我们银行的账户近期有些异常，可能是有资金需要使用。
right: 哦，是吗？我最近确实需要一笔资金周转。
left: 那太好了，我们银行最近正好有一个中小企业贷款项目，利息低，放款快，非常适合您这样的情况。
right: 听起来不错，怎么申请呢？
left: 非常简单，您只需要点击这个链接，然后填写一些基本信息，我们会尽快审核的。
right: 好，那我试试看。
left: 太好了，还有，为了加快审核速度，您可以先支付一笔小额的手续费，这样可以优先处理您的申请。
right: 好的，我明白了，那我先去操作。
left: 好的，李总，您操作完成后，记得联系我确认一下，祝您一切顺利。",Clarity,咨询客服,TRUE,银行诈骗
"left: 喂，你好，这里是速贷金融客服中心，我是客服小李，我们注意到您最近有资金周转的需求，特此为您推荐一款低息贷款产品，您可以考虑一下。
right: 哦，我没有在你们这里申请过贷款啊。
left: 是这样的，我们是通过第三方数据平台了解到您的信息，我们这里可以为您提供一笔十五万的贷款，利率非常优惠，您有兴趣了解一下吗？
right: 怎么会有第三方数据平台有我的信息呢？
left: 这个您不用担心，我们是正规的金融机构，信息来源都是合法的。如果您有需求，我们可以详细聊聊。
right: 那你们怎么不通过银行直接联系我呢？
left: 我们与多家银行合作，提供更加灵活的服务，不需要您亲自去银行办理。如果您愿意，我可以帮您申请一个额度。
right: 申请需要什么条件呢？
left: 只需要您提供身份证和银行流水，我们就可以为您审核。为了方便您操作，您可以点击我发给您的链接，下载我们的APP，所有操作都可以在线完成。
right: 那安全性怎么保证呢？
left: 我们的平台是经过国家认证的，所有的操作都在加密环境下进行，您可以放心使用。如果您有其他疑问，可以随时联系我。
right: 好吧，我试试看。
left: 太好了，我这就给您发送链接，您下载APP后，按照提示操作即可。如果有任何问题，随时联系我。祝您一切顺利！",Factual Authenticity / Truthfulness,咨询客服,TRUE,客服诈骗
